,fecha,likes,respuestas,texto,usuario,es_respuesta,seccion,titulo,url
5358,18:52 26/09/2018,6.0,0,"¡Tendrías que explicar también, los gastos falsificados por mayor importe en dólares, cuando acompañabas a la porota al exterior!!! Sos un ladrón, como todo k!!!",jazmin1947,False,Política,"Cuadernos de las coimas: ""Wado"" de Pedro negó las acusaciones y apuntó contra José López y Bonadio",https://www.lanacion.com.ar/2175792-cuadernos-coimas-wado-pedro-nego-acusaciones-apunto
5505,15:31 26/09/2018,2.0,0,"porota decia ""si hay corrupcion, quiero saber quienes son los empresarios que pagaron"". Ahora los exfuncionarios dicen que se llevaron los bolsos, los empresarios dicen que les dieron los bolsos, y los kerneros dicen que nada paso...",sil2012,False,Política,"Cuadernos de las coimas: ""Wado"" de Pedro negó las acusaciones y apuntó contra José López y Bonadio",https://www.lanacion.com.ar/2175792-cuadernos-coimas-wado-pedro-nego-acusaciones-apunto
5530,15:05 26/09/2018,3.0,0,"CUANDO LA APRESARON A YIYA DE MURANO....(NO LA POROTA EH?).....TAMBIEN DIJO QUE ERA UNA PERSEGUIDA DE LA JUSTICIA........
Y SIIIIIIIIIIIIIII!!!!!.......SI COMETES UN DELITO LA POLICIA TE PERSIGUE TE APRES Y EL JUEZ TE JUZGA Y CONDENA.....PUNTO
OVBIAMENTE TODOS LOS PRESOS DEL MUNDO SON INOCENTES...",pnogueira3,False,Política,"Cuadernos de las coimas: ""Wado"" de Pedro negó las acusaciones y apuntó contra José López y Bonadio",https://www.lanacion.com.ar/2175792-cuadernos-coimas-wado-pedro-nego-acusaciones-apunto
5803,20:18 27/09/2018,,0,"@jeanez  La Porota queria venderles Uranio enriquecido a los Iranies.. Debe ser lo unico ""enriquecido"" que tenemos.",ealvarado11,True,Economía,El Gobierno elimina aranceles para la importación de productos tecnológicos,https://www.lanacion.com.ar/2176195-el-gobierno-elimina-aranceles-importacion-productos-tecnologicos
5938,22:27 27/09/2018,2.0,0,@jrob5135 Por qué entonces el riesgo país está más bajo que casi los 8 años que gobernó la Porota?,ruperto100,True,Economía,"La pobreza fue de 27,3% en el primer semestre y alcanza a 12 millones de personas",https://www.lanacion.com.ar/2176184-pobreza-indigencia-indec
6042,20:56 27/09/2018,,1,"si observan en la chapa centro. derecha, hay una chapa en la que se lee ""dez de kirc"".... habra ido a visitarlos la porota y les llevo un ""presente""????",cochera1041,False,Economía,"La pobreza fue de 27,3% en el primer semestre y alcanza a 12 millones de personas",https://www.lanacion.com.ar/2176184-pobreza-indigencia-indec
6043,21:03 27/09/2018,2.0,0,@cochera1041 Esa foto fue especialmente elegida para que los globertos sin sesos pero muy observadores de la realidad... ¿comenten?,adrianus1,True,Economía,"La pobreza fue de 27,3% en el primer semestre y alcanza a 12 millones de personas",https://www.lanacion.com.ar/2176184-pobreza-indigencia-indec
6101,20:12 27/09/2018,,0,"@solyema @ealvarado11 Bueno,  no hay que ser muy avispado.... los punteros de Peronia cuentan con muchos recursos y se mueven en las zonas mas pobres como peces en el agua.",ealvarado11,True,Economía,"La pobreza fue de 27,3% en el primer semestre y alcanza a 12 millones de personas",https://www.lanacion.com.ar/2176184-pobreza-indigencia-indec
6181,19:23 27/09/2018,5.0,0,"LA POROTA EN EL 2015... EN LA FAO (ROMA) DIJO QUE TENIA UN GOBIERNO CON MENOS DEL5% DE POBREZA..( dibujado por el Van Gogh MORENO)
CUANDO E REALIDAD ERA DEL 29,2.%....",victoriocaligiur,False,Economía,"La pobreza fue de 27,3% en el primer semestre y alcanza a 12 millones de personas",https://www.lanacion.com.ar/2176184-pobreza-indigencia-indec
6520,17:34 27/09/2018,2.0,0,@Sebastian1976 @lalonso23 Yo la ví a Porota a las 2 AM rasquetando votos del fondo de las urnas bonaerenses y admitiendo la derrota contra bullrich.,Miyake79,True,Economía,"La pobreza fue de 27,3% en el primer semestre y alcanza a 12 millones de personas",https://www.lanacion.com.ar/2176184-pobreza-indigencia-indec
6988,11:32 29/09/2018,,0,@Mariaradal Me imagino a la ex-reina Porota I de Tolosa llevándolo a upa a Máximo cuando hacía sus viajes de estado a las Seychelles...No resulta ultratierno sólo imaginárselo?,Ritossa,True,El Mundo,"La premier de Nueva Zelanda es una sensación mundial, ¿y puertas adentro?",https://www.lanacion.com.ar/2176206-la-premier-nueva-zelanda-es-sensacion-mundial
7085,07:28 28/09/2018,1.0,0,"estos ""CEOS "" son los grandes empresarios  ganadores de las ultimas dos decadas de peronismo ....  Globertoooo",rasalghul,False,Política,"Mauricio Macri, sobre el aumento de la pobreza: ""Refleja las turbulencias de los últimos meses""",https://www.lanacion.com.ar/2176224-mauricio-macri
7101,07:10 28/09/2018,1.0,2,"Macri habla de ajuste y pobreza y en lugar de dar ejemplo va a buscar a su hija en helicóptero que sale una fortuna, cuando en auto y con custodia muchísimo menos. Hace lo mismo que Porota con los diarios. ",albertina_swann,False,Política,"Mauricio Macri, sobre el aumento de la pobreza: ""Refleja las turbulencias de los últimos meses""",https://www.lanacion.com.ar/2176224-mauricio-macri
7111,06:59 28/09/2018,,2,"Si hay alguien mejor para el 2019 lo voto.
Pero del otro lado está porota y su discïpulo massa",enciclopedico,False,Política,"Mauricio Macri, sobre el aumento de la pobreza: ""Refleja las turbulencias de los últimos meses""",https://www.lanacion.com.ar/2176224-mauricio-macri
7184,04:56 28/09/2018,2.0,0,"No hubo tormenta, hubo mala praxis economica y continua la impunidad de la Porota ambas cosas atentan contra la creacion de empleo y llegada de inversiones. Es de esperar que la Politica se ajuste y la Justicia muestre que funciona.",Vipest,False,Política,"Mauricio Macri, sobre el aumento de la pobreza: ""Refleja las turbulencias de los últimos meses""",https://www.lanacion.com.ar/2176224-mauricio-macri
7250,03:24 28/09/2018,1.0,4,"Hay mañanas en que me levanto un poco malhumorado..pero me acuerdo de los GLOBERTOS..Y ME CA  GO DE RISSA TODO EL,DIAA..JAJAJJAJJAJA",ccmaxima,False,Política,"Mauricio Macri, sobre el aumento de la pobreza: ""Refleja las turbulencias de los últimos meses""",https://www.lanacion.com.ar/2176224-mauricio-macri
7288,01:37 28/09/2018,2.0,0,votaron a macri para que no venga cristina ahora tienen a Cristine Lagard diciendoles lo que hay que hacer manga de GLOBERTOS,daniel_motta,False,Política,"Mauricio Macri, sobre el aumento de la pobreza: ""Refleja las turbulencias de los últimos meses""",https://www.lanacion.com.ar/2176224-mauricio-macri
7349,23:43 27/09/2018,1.0,2,@josejordo Decile a Porota que devuelva el choreo y te dejas de quejar ,nesfer24,True,Política,"Mauricio Macri, sobre el aumento de la pobreza: ""Refleja las turbulencias de los últimos meses""",https://www.lanacion.com.ar/2176224-mauricio-macri
7454,23:24 27/09/2018,1.0,2,Dicen que Porota no para de llorar. Esta sola y desesperada,bigger98,False,Política,"Mauricio Macri, sobre el aumento de la pobreza: ""Refleja las turbulencias de los últimos meses""",https://www.lanacion.com.ar/2176224-mauricio-macri
7470,23:23 27/09/2018,2.0,0,Porota se comio.unos cuantos pibes mientras vos aplaudias,bigger98,False,Política,"Mauricio Macri, sobre el aumento de la pobreza: ""Refleja las turbulencias de los últimos meses""",https://www.lanacion.com.ar/2176224-mauricio-macri
7502,23:18 27/09/2018,2.0,0,@josejordo Porota/Maduro 2019,nesfer24,True,Política,"Mauricio Macri, sobre el aumento de la pobreza: ""Refleja las turbulencias de los últimos meses""",https://www.lanacion.com.ar/2176224-mauricio-macri
7530,23:14 27/09/2018,,2,Qué bueno que no vivimos en Peronia... Macronia es mucho mucho mejor... ,Elefaris79,False,Política,"Mauricio Macri, sobre el aumento de la pobreza: ""Refleja las turbulencias de los últimos meses""",https://www.lanacion.com.ar/2176224-mauricio-macri
7544,23:13 27/09/2018,2.0,2,@Elefaris79 al menos no es peronia...,Myanki,True,Política,"Mauricio Macri, sobre el aumento de la pobreza: ""Refleja las turbulencias de los últimos meses""",https://www.lanacion.com.ar/2176224-mauricio-macri
7549,23:14 27/09/2018,1.0,0,@gallina_full @Elefaris79 De los mequetrefes wannabe globertos.,Elefaris79,True,Política,"Mauricio Macri, sobre el aumento de la pobreza: ""Refleja las turbulencias de los últimos meses""",https://www.lanacion.com.ar/2176224-mauricio-macri
7677,23:03 27/09/2018,,6,"El país va saliendo adelante, dijo hoy el mauri. Se abusa de la candidez de los globertos.",AlanBiqqeNotDead,False,Política,"Mauricio Macri, sobre el aumento de la pobreza: ""Refleja las turbulencias de los últimos meses""",https://www.lanacion.com.ar/2176224-mauricio-macri
7692,23:04 27/09/2018,1.0,1,@Elefaris79 Había recibido peronia... peor que cualquier bananero.,Myanki,True,Política,"Mauricio Macri, sobre el aumento de la pobreza: ""Refleja las turbulencias de los últimos meses""",https://www.lanacion.com.ar/2176224-mauricio-macri
7715,22:59 27/09/2018,2.0,4,La cara del mellizo se parece a la de Porota ... no entiende nada ....,gallina_full,False,Política,"Mauricio Macri, sobre el aumento de la pobreza: ""Refleja las turbulencias de los últimos meses""",https://www.lanacion.com.ar/2176224-mauricio-macri
7736,22:56 27/09/2018,3.0,4,MENU  PARA KERNEROLO.............................MINESTRA DI FAGIOLI.....................PPPPPPPRRRRRRRRRRRRRRFFFFFFFFFFFFFFFFFFFFF,acarletti3,False,Política,"Mauricio Macri, sobre el aumento de la pobreza: ""Refleja las turbulencias de los últimos meses""",https://www.lanacion.com.ar/2176224-mauricio-macri
7777,22:54 27/09/2018,,0,"@DAMON11 Todavía quedan globertos, sí.",AlanBiqqeNotDead,True,Política,"Mauricio Macri, sobre el aumento de la pobreza: ""Refleja las turbulencias de los últimos meses""",https://www.lanacion.com.ar/2176224-mauricio-macri
7921,22:39 27/09/2018,,0,"@Mrce44 Vos decís que había 13 millones de desocupados, globerto...",AlanBiqqeNotDead,True,Política,"Mauricio Macri, sobre el aumento de la pobreza: ""Refleja las turbulencias de los últimos meses""",https://www.lanacion.com.ar/2176224-mauricio-macri
7957,22:33 27/09/2018,,0,"@Mrce44 @AlanBiqqeNotDead @ajds8637 En 2015 valía 320, globerto.",AlanBiqqeNotDead,True,Política,"Mauricio Macri, sobre el aumento de la pobreza: ""Refleja las turbulencias de los últimos meses""",https://www.lanacion.com.ar/2176224-mauricio-macri
7959,22:34 27/09/2018,,0,"@Mrce44 @AlanBiqqeNotDead @ajds8637 La balanza comercial no para de batir récords de déficit desde hace 20 meses, globerto.",AlanBiqqeNotDead,True,Política,"Mauricio Macri, sobre el aumento de la pobreza: ""Refleja las turbulencias de los últimos meses""",https://www.lanacion.com.ar/2176224-mauricio-macri
7997,06:12 28/09/2018,,0,"POROTA ERA EL REY MIDAS
TODO LO QUE TOCABA SE CONVERTIA EN ORO DE LA NOCHE A LA MAÑANA
SECRETARIOS, SIRVIENTES,CHOFERES Y UN JARDINERO EXITOSO CON HELICOTERO Y EMPRESAS
SE VE QUE ""CARA DE MAXIMO"" ERA BUENO REGANDOLE EL JARDIN A POROTA",MilOjos,False,Política,"Los cuadernos de las coimas: se entregó en Comodoro Py Ricardo Barreiro, el jardinero de los Kirchner",https://www.lanacion.com.ar/2176203-se-entrego-comodoro-py-roberto-sosa-otro
8010,21:59 27/09/2018,3.0,0,"Van a invitar a “Vladimiro “Putin,líder de la democracia y DDHh,para que defienda a la Porota,lider Nac&Pop.Ur dio",1gudoc,False,Política,"Los cuadernos de las coimas: se entregó en Comodoro Py Ricardo Barreiro, el jardinero de los Kirchner",https://www.lanacion.com.ar/2176203-se-entrego-comodoro-py-roberto-sosa-otro
8043,20:49 27/09/2018,3.0,0,"@mari_posita @pato_logico Gracias,Mary !!..la porota inspira..",pato_logico,True,Política,"Los cuadernos de las coimas: se entregó en Comodoro Py Ricardo Barreiro, el jardinero de los Kirchner",https://www.lanacion.com.ar/2176203-se-entrego-comodoro-py-roberto-sosa-otro
8048,20:57 27/09/2018,1.0,0,"Tenía razon el dinero a lopez no se la había dado porota, sino Gutiérrez su secretario",Soyargentino,False,Política,"Los cuadernos de las coimas: se entregó en Comodoro Py Ricardo Barreiro, el jardinero de los Kirchner",https://www.lanacion.com.ar/2176203-se-entrego-comodoro-py-roberto-sosa-otro
8065,20:40 27/09/2018,5.0,0,YOLY ... PRESENTATE Y DEFENDÉ A TU AMIGA POROTA ... UNA MANO ESTÁS EN CONDICIONES DE DARLE ... O NO???? ... JEJE,BRUCE54,False,Política,"Los cuadernos de las coimas: se entregó en Comodoro Py Ricardo Barreiro, el jardinero de los Kirchner",https://www.lanacion.com.ar/2176203-se-entrego-comodoro-py-roberto-sosa-otro
8069,20:37 27/09/2018,3.0,2,"POROTA, UN GESTO POR LA PATRIA .. ANDÁ CON NESHTOR",BRUCE54,False,Política,"Los cuadernos de las coimas: se entregó en Comodoro Py Ricardo Barreiro, el jardinero de los Kirchner",https://www.lanacion.com.ar/2176203-se-entrego-comodoro-py-roberto-sosa-otro
8118,20:21 27/09/2018,7.0,0,"Tremenda banda la de Porota, estaba perfeccionada para chorear en toda America Latina, menos mal que la rajamos ",nesfer24,False,Política,"Los cuadernos de las coimas: se entregó en Comodoro Py Ricardo Barreiro, el jardinero de los Kirchner",https://www.lanacion.com.ar/2176203-se-entrego-comodoro-py-roberto-sosa-otro
8121,20:21 27/09/2018,3.0,0,"No se ria nesfer, es la verdad por eso se deprimió din steve y termino como termino. No podia creer que en peronia el american dreams se haga realidad tan facil. De gardener a empresario hotelero. Paraaaa jajaja",ghriva,False,Política,"Los cuadernos de las coimas: se entregó en Comodoro Py Ricardo Barreiro, el jardinero de los Kirchner",https://www.lanacion.com.ar/2176203-se-entrego-comodoro-py-roberto-sosa-otro
8142,20:10 27/09/2018,7.0,1,"ESTÁN REUNIDOS MASA, SCHIARETTI, URTUBEY Y PICHETTO, .... FALTAN POROTA , MADURO Y EL CHAPO GUZMÁN",BRUCE54,False,Política,"Los cuadernos de las coimas: se entregó en Comodoro Py Ricardo Barreiro, el jardinero de los Kirchner",https://www.lanacion.com.ar/2176203-se-entrego-comodoro-py-roberto-sosa-otro
8143,20:14 27/09/2018,5.0,0,"@BRUCE54 en Twitter publicaron un tuit con fotos de cada uno de ellos junto a Porota, que recuerda la actitud de adulación y flirteo, y el alineamiento que mostraron.",ChrisMB,True,Política,"Los cuadernos de las coimas: se entregó en Comodoro Py Ricardo Barreiro, el jardinero de los Kirchner",https://www.lanacion.com.ar/2176203-se-entrego-comodoro-py-roberto-sosa-otro
8185,20:00 27/09/2018,2.0,0,"YA TE AGUJEREARON TU LUGAR EN EL MUNDO POROTA, AHORA BONADIO TE VA A  PERFORAR EL TUJJE ",BRUCE54,False,Política,"Los cuadernos de las coimas: se entregó en Comodoro Py Ricardo Barreiro, el jardinero de los Kirchner",https://www.lanacion.com.ar/2176203-se-entrego-comodoro-py-roberto-sosa-otro
8190,19:58 27/09/2018,4.0,2,SE NOTA QUE QUEDA POCA GUITA PARA LOS CIBERPLANEROS ... JEJE,BRUCE54,False,Política,"Los cuadernos de las coimas: se entregó en Comodoro Py Ricardo Barreiro, el jardinero de los Kirchner",https://www.lanacion.com.ar/2176203-se-entrego-comodoro-py-roberto-sosa-otro
8211,19:50 27/09/2018,4.0,1,"DADY CORNETA, KERNETELLI, TORUGO Y  EL CHANCHO IRANÍ DELÍA  DICEN QUE POROTA ES UNA MUJER PERSEGUIDA .... JEJE",BRUCE54,False,Política,"Los cuadernos de las coimas: se entregó en Comodoro Py Ricardo Barreiro, el jardinero de los Kirchner",https://www.lanacion.com.ar/2176203-se-entrego-comodoro-py-roberto-sosa-otro
8220,19:46 27/09/2018,1.0,0,"En la caja fuerte le encontraron un sobre con un Evatest usado y unas cartas firmadas por Porota, fechadas en junio del `76",geor5038,False,Política,"Los cuadernos de las coimas: se entregó en Comodoro Py Ricardo Barreiro, el jardinero de los Kirchner",https://www.lanacion.com.ar/2176203-se-entrego-comodoro-py-roberto-sosa-otro
8228,19:44 27/09/2018,8.0,2,APARENTEMENTE EL CONTADOR DEL TUERTO Y POROTA QUIERE ARREPENTIRSE Y DECLARAR HASTA EN SANSCRITO,BRUCE54,False,Política,"Los cuadernos de las coimas: se entregó en Comodoro Py Ricardo Barreiro, el jardinero de los Kirchner",https://www.lanacion.com.ar/2176203-se-entrego-comodoro-py-roberto-sosa-otro
8233,19:43 27/09/2018,4.0,1,Si estos se arrepienten de qué se va a disfrazar Porota?,katechon,False,Política,"Los cuadernos de las coimas: se entregó en Comodoro Py Ricardo Barreiro, el jardinero de los Kirchner",https://www.lanacion.com.ar/2176203-se-entrego-comodoro-py-roberto-sosa-otro
