,fecha,likes,respuestas,texto,usuario,es_respuesta,seccion,titulo,url
10406,10:56 29/09/2018,1.0,4,@tomjobim UNO QUE CREE QUE LQ SOLUCION ES CONSEGUIR UN SUPERMAN O UNA SUPERWOMAN .....TE IMAGINAS A POROTA CON UNA BOMBACHA ROJA ARRIBA DE UNA CALZA AZUL ... PUAJJJJJJJJJJJJJJJJ,Soyargentino,True,Política,Un exsecretario de Cristina relató cómo se movían los bolsos con plata y la complicó más,https://www.lanacion.com.ar/2176659-gutierrez-relato-como-fue-movimiento-bolsos-complico
10422,10:47 29/09/2018,7.0,1,"peron, la chabela, menem, duhalde, el tuerto, la porota despues nos preguntamos porque estamos en el horno, todos ladrones",kladrones1,False,Política,Un exsecretario de Cristina relató cómo se movían los bolsos con plata y la complicó más,https://www.lanacion.com.ar/2176659-gutierrez-relato-como-fue-movimiento-bolsos-complico
10432,10:49 29/09/2018,4.0,6,"@fernandezlarre NO LEES LOS DIARIOS VIALIDAD DENUNCIO ... LOS CUADERNOS MUESTRAN LA RUTA DEL DINERO Y LA CARTELIZACION DE LAOBRA PUBLICA ... 
LOPEZ, DE VIDO, JAIME, BARATA, CAMERON PRESOS
MUCHISIMOS PROCESADOS, INCLUSO POROTA

A QUE TE REFERIS?",Soyargentino,True,Política,Un exsecretario de Cristina relató cómo se movían los bolsos con plata y la complicó más,https://www.lanacion.com.ar/2176659-gutierrez-relato-como-fue-movimiento-bolsos-complico
10434,10:57 29/09/2018,2.0,0,"@fernandezlarre @Soyargentino Y PORQUE NI DUHALDE, NI NESHTOR NI POROTA LO DENUNCIARON ? SOLO SE ASOCIARON PARA ROBAR",Soyargentino,True,Política,Un exsecretario de Cristina relató cómo se movían los bolsos con plata y la complicó más,https://www.lanacion.com.ar/2176659-gutierrez-relato-como-fue-movimiento-bolsos-complico
10445,10:39 29/09/2018,10.0,4,"BOLSOS QUE VAN Y VIENEN Y GENTE QUE SE HACE RICA Y PROSPERA ... CON EL DINERO QUE FALTA EN LAS ESCUELAS, LOS HOSPITALES, LA POLICIA, GRACIAS A ESTO, LA GENTE NO TIENE CLOACAS, NI AGUA, CAMINA EN LUGARES ALTAMENTE CONTAMINADOS DE BASURA Y QUIMICOS

GRACIAS POROTA POR MOSTRARNOS COMO ES EL PERONISMO EN SU MAXIMA EXPRESION ",Soyargentino,False,Política,Un exsecretario de Cristina relató cómo se movían los bolsos con plata y la complicó más,https://www.lanacion.com.ar/2176659-gutierrez-relato-como-fue-movimiento-bolsos-complico
10448,10:51 29/09/2018,3.0,0,@cborenszweig LA USO PARA PAGAR LOS ÑOQUIS HEREDADOS DE POROTA AND CO ... LO BUENO RECONOCES QUE LOS K ROBARON CON EL FUTBOL PARA TODOS ... UN BUEN PRINCIPIO,Soyargentino,True,Política,Un exsecretario de Cristina relató cómo se movían los bolsos con plata y la complicó más,https://www.lanacion.com.ar/2176659-gutierrez-relato-como-fue-movimiento-bolsos-complico
10454,10:42 29/09/2018,6.0,0,"@cborenszweig LAS COSAS SE DAN CUANDO SE DAN, 12 AÑOS ROBANDO EN EL PODER, CON COMPLICES Y PARTICIPES NECESARIOS, EN LAS CAMRAS, LAS PROVINCIAS, LOS EMPRESARIOS, LA JUSTICIA Y LOS FISCALES, SOLO SALIO A La Luz CUANDO FUE SEPARADA LA DELINCUENTE DE GILS CARBO DE LA PROCURACION Y EL MANEJO DE LOS FISCALES ....
TIEMPISMO QUE LE FRACASO A POROTA ",Soyargentino,True,Política,Un exsecretario de Cristina relató cómo se movían los bolsos con plata y la complicó más,https://www.lanacion.com.ar/2176659-gutierrez-relato-como-fue-movimiento-bolsos-complico
10460,10:43 29/09/2018,5.0,0,"@cborenszweig CONLAS FOTOCOPIAS NO ... SON SOLO LA HOJA DE RUTA DE LA MECANICA DEL ROBO Y EL REPARTO, CON LOS TESTISMONIOS DE COMPLICES Y PARTICIPES NECESARIOS, TANTO EMPRESARIOS COMO EX FUNCIONARIOS DEL ENTORNO DE POROTA CLARAMENTE , SI",Soyargentino,True,Política,Un exsecretario de Cristina relató cómo se movían los bolsos con plata y la complicó más,https://www.lanacion.com.ar/2176659-gutierrez-relato-como-fue-movimiento-bolsos-complico
10493,23:44 28/09/2018,2.0,2,"para los globertos y las globertas, atencion....un consejo, sacá los verdes del banco, al colchon, o afuera del pais como hace todo el gabinete del gobierno, no sea que la nueva ministra de economía Christine Lagarde te meta un corralito o un cepo, cuidado globo!!!",daniel_motta,False,Política,Mauricio Macri criticó las agresiones que recibió una pareja a la que visitó en Machwitz,https://www.lanacion.com.ar/2176637-mauricio-macri-critico-agresiones-recibio-pareja-visito
10589,22:17 28/09/2018,2.0,0,@rabogados La porota te tirada encima la AFIP,Estanislas,True,Política,Mauricio Macri criticó las agresiones que recibió una pareja a la que visitó en Machwitz,https://www.lanacion.com.ar/2176637-mauricio-macri-critico-agresiones-recibio-pareja-visito
10605,21:22 28/09/2018,,1,"todo arreglado, aunque vos globerto te crees cualquier cosa...",daniel_motta,False,Política,Mauricio Macri criticó las agresiones que recibió una pareja a la que visitó en Machwitz,https://www.lanacion.com.ar/2176637-mauricio-macri-critico-agresiones-recibio-pareja-visito
10611,21:21 28/09/2018,,0,"TROLL de cristal rofo, que me importa la parejita solo te paso un consejito....globerto, sacá los verdes del banco, al colchon, o a Uruguay como hace Dujovne, no sea que la nueva ministra de economía Lagarde te meta un corralito y/o un cepo, cuidado globo!!!",daniel_motta,False,Política,Mauricio Macri criticó las agresiones que recibió una pareja a la que visitó en Machwitz,https://www.lanacion.com.ar/2176637-mauricio-macri-critico-agresiones-recibio-pareja-visito
10615,21:01 28/09/2018,,3,"globo sacá los verdes del banco y al colchón, no sea que la nueva ministra Lagard te meta un corralito y un cepo...cuidado globerto!!!",daniel_motta,False,Política,Mauricio Macri criticó las agresiones que recibió una pareja a la que visitó en Machwitz,https://www.lanacion.com.ar/2176637-mauricio-macri-critico-agresiones-recibio-pareja-visito
10617,21:04 28/09/2018,,0,"pauperrimo, y vos que sabras de mi....toma mi consejo, con onda, es consejo para globertos como vos.....",daniel_motta,False,Política,Mauricio Macri criticó las agresiones que recibió una pareja a la que visitó en Machwitz,https://www.lanacion.com.ar/2176637-mauricio-macri-critico-agresiones-recibio-pareja-visito
10662,20:22 28/09/2018,3.0,5,Gente que pone un lugar de trabajo y los insultan. Lógica peronia.,ggeniol,False,Política,Mauricio Macri criticó las agresiones que recibió una pareja a la que visitó en Machwitz,https://www.lanacion.com.ar/2176637-mauricio-macri-critico-agresiones-recibio-pareja-visito
10795,18:55 28/09/2018,12.0,0,Hay que entender el glosario K. Por ejemplo: DEMOCRACIA: la potestad que tiene el soberano de votarlos solo a ellos. CORRALITO: la imposibilidad de comprar U$D excepto ellos por izquierda y para la Porota. PAZ SOCIAL: solo para los amigos. Y así en todo. Por favor: que no vuelvan NUNCA MAS,Abelitok,False,Política,Mauricio Macri criticó las agresiones que recibió una pareja a la que visitó en Machwitz,https://www.lanacion.com.ar/2176637-mauricio-macri-critico-agresiones-recibio-pareja-visito
10896,18:04 28/09/2018,1.0,0,"No te calientes, todo eso, ya lo inauguro la reina Porota",vdferr,False,Política,Mauricio Macri criticó las agresiones que recibió una pareja a la que visitó en Machwitz,https://www.lanacion.com.ar/2176637-mauricio-macri-critico-agresiones-recibio-pareja-visito
10897,18:06 28/09/2018,4.0,0,Porota inauguraba Canillas de plástico con la presencia de abuelos encontrados. Una pionera.,PhamtomF4,False,Política,Mauricio Macri criticó las agresiones que recibió una pareja a la que visitó en Machwitz,https://www.lanacion.com.ar/2176637-mauricio-macri-critico-agresiones-recibio-pareja-visito
11285,18:10 29/09/2018,,2,"Pobres cimarrones, Porota se choreo un PBI y ellos ahora pagan Ja!Ja!Ja! ",nesfer24,False,Economía,"Nicolás Dujovne: ""No tengo miedo de que no se pueda controlar el dólar""",https://www.lanacion.com.ar/2176898-nicolas-dujovne-no-tengo-miedo-no-se
11356,17:59 29/09/2018,1.0,0,"Y cuca, la devuelve Porota? Prescindimos del FMI y nadamos en guita ",nesfer24,False,Economía,"Nicolás Dujovne: ""No tengo miedo de que no se pueda controlar el dólar""",https://www.lanacion.com.ar/2176898-nicolas-dujovne-no-tengo-miedo-no-se
11369,17:56 29/09/2018,1.0,0,PJ 1945/2015 Q.E.P.D. (Funeraria Porota) ,nesfer24,False,Economía,"Nicolás Dujovne: ""No tengo miedo de que no se pueda controlar el dólar""",https://www.lanacion.com.ar/2176898-nicolas-dujovne-no-tengo-miedo-no-se
11371,17:54 29/09/2018,1.0,0,"Estas salvado cuca, ligaste dolares del choreo de Porota? ",nesfer24,False,Economía,"Nicolás Dujovne: ""No tengo miedo de que no se pueda controlar el dólar""",https://www.lanacion.com.ar/2176898-nicolas-dujovne-no-tengo-miedo-no-se
11376,17:53 29/09/2018,2.0,0,"Yo trato de saber que pasa con el poder. Porota en sus numerosas cadenas nacionales hablaba de una ""realidad"" que sólo ella y sus talibanes veían y el pueblo otra. Cuando escucho a Macri pasa lo mismo. Estamos casi a un paso de Disney y nuestra"" realidad ""es otra. Ambos realidades paralelas. Pobre Argentina!!!!!",albertina_swann,False,Economía,"Nicolás Dujovne: ""No tengo miedo de que no se pueda controlar el dólar""",https://www.lanacion.com.ar/2176898-nicolas-dujovne-no-tengo-miedo-no-se
11410,17:51 29/09/2018,1.0,0,"De donde sacaste esos datos? Del Manual del globerto ilustrado? No hace falta ser muy sagaz para darse cuenta de que la miseria se multiplicó. La propia UCA donde estudió el innombrable tira otros números. Uds. son como los pollos al espiedo, tienen un hierro ardiente en el hortus y dicen mira que linda calesita.",GorejDemian,False,Economía,"Nicolás Dujovne: ""No tengo miedo de que no se pueda controlar el dólar""",https://www.lanacion.com.ar/2176898-nicolas-dujovne-no-tengo-miedo-no-se
11606,17:20 29/09/2018,,0,"ME IMAGINO POROTA REUNIDA CON LAGARDE O CON TRUMP

JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA

OSSSSOOOOOOOOOOOO",gguasoncito1,False,Economía,"Nicolás Dujovne: ""No tengo miedo de que no se pueda controlar el dólar""",https://www.lanacion.com.ar/2176898-nicolas-dujovne-no-tengo-miedo-no-se
11823,16:47 29/09/2018,2.0,0," BIEN, YA QUE NADIE CONTESTA EL PUNTO DE MAS ABAJO, PASARE AL SEGUNDO: SI MACRI AFANA EL TRIPLE QUE POROTA, TAMPOCO HABRA PROBLEMA....CUANDO TERMINE SU MANDATO (2023) SE HACE SENADOR, POR ENDE TENDRA FUEROS Y SALVO PICHETTO, DEL RESTO DE LA CAMARA, NADIE LO JUZGARA.......",gguasoncito1,False,Economía,"Nicolás Dujovne: ""No tengo miedo de que no se pueda controlar el dólar""",https://www.lanacion.com.ar/2176898-nicolas-dujovne-no-tengo-miedo-no-se
11955,16:29 29/09/2018,1.0,1,al Globerto le sacas a CRISTINA de la boca....y se desorienta...no sabe que otra phijja chupar ,ccmaxima,False,Economía,"Nicolás Dujovne: ""No tengo miedo de que no se pueda controlar el dólar""",https://www.lanacion.com.ar/2176898-nicolas-dujovne-no-tengo-miedo-no-se
12106,16:10 29/09/2018,1.0,0,"POROTA TIENE EL PRIVILEGIO DE SER LA MAS DELINCUENTE DE LA HISTORIA, LAMENTO QUE EN FORO HAYA CÓMPLICES",lcow,False,Economía,"Nicolás Dujovne: ""No tengo miedo de que no se pueda controlar el dólar""",https://www.lanacion.com.ar/2176898-nicolas-dujovne-no-tengo-miedo-no-se
12281,15:50 29/09/2018,5.0,1,"TIEMBLA CAMBIEMOS. SE JUNTARON ABORTEROPICHETO, NARCOMASSA, Y ORTOBEY. JAJAJJAJAJA LA POROTA SE SUMA AL GRUPO, ESTAMOS LLORANDO EN CASA ROSADA JAJAJA",jpezzutti1,False,Economía,"Nicolás Dujovne: ""No tengo miedo de que no se pueda controlar el dólar""",https://www.lanacion.com.ar/2176898-nicolas-dujovne-no-tengo-miedo-no-se
12292,06:26 29/09/2018,1.0,0,"Saquen los playeres que aumentan el costo , en paises del primer mundo cada uno se exha nafta Salvo en peronia",john0918,False,Economía,"Naftas: los precios de referencia, en octubre",https://www.lanacion.com.ar/2176836-naftas-precios-referencia-octubre
12385,11:48 29/09/2018,2.0,0,"@tuvi7868 @FORISTO Videla fue preso, no tuvo fueros ni fue candidato de presidente como hoy vos pretendés para la porota.!!!",FORISTO,True,El Mundo,La prohibición de una entrevista a Lula genera una nueva polémica en la campaña electoral brasileña,https://www.lanacion.com.ar/2176889-la-prohibicion-entrevista-lula-genera-nueva-polemica
12433,19:26 29/09/2018,1.0,3,"El "" kirchnerista "" esta recibiendo premios en un festival internacional y como mejor actor con la tremenda competencia que hay .
Mientras los globertos tiene como referente a un gordo que grita Flaaaaannn , al mago sin dientes y a uno de los midachi.",FUKITOR,False,Espectáculos,Festival de San Sebastián 2018: la película argentina Rojo se llevó tres galardones,https://www.lanacion.com.ar/2176916-festival-san-sebastian-2018-gran-presencia-argentina
12434,19:30 29/09/2018,4.0,0,"@FUKITOR el  kernerista que recibió el premio no dejó de trabajar nunca y se queja de lleno. No te olvides que vos también tenés como referente a Madera Echarri, la mersa de la mujer, la llorona de Andreíta del Boca y el envenenado midachi, Dady Perón Brieva, mamma mía, qué elementos!!!",mmatran,True,Espectáculos,Festival de San Sebastián 2018: la película argentina Rojo se llevó tres galardones,https://www.lanacion.com.ar/2176916-festival-san-sebastian-2018-gran-presencia-argentina
12490,19:34 29/09/2018,1.0,0,"La porota tiene su propio partido, además, mandó a todos los peronistas a suturarse el trasero!!! Hablás así porque todavía estás constipado!!!",jazmin1947,False,Política,"Héctor Daer, sobre la cumbre de Urtubey y Massa: ""No me entusiasma""",https://www.lanacion.com.ar/2176904-hector-daer-cumbre-del-pj-no-k
12501,15:27 29/09/2018,9.0,0,Listo Daher.Promove la unidad del peronismo con Porota.Los de Cambiemos.vamos a agradecer eternamente tus servicios.,rarregui4,False,Política,"Héctor Daer, sobre la cumbre de Urtubey y Massa: ""No me entusiasma""",https://www.lanacion.com.ar/2176904-hector-daer-cumbre-del-pj-no-k
12627,13:04 29/09/2018,2.0,0,"Da gracia el genuflexo patético éste !! Con el trato que le dispensa la Porota a él y a su Partido Justicialista, Gioja sigue aferrado a sus polleras.",NuestraRepublica,False,Política,"José Luis Gioja, sobre el presupuesto: ""Llévense los papeles y traigan una propuesta nueva""",https://www.lanacion.com.ar/2176857-jose-luis-gioja-presupuesto-llevense-papeles-traigan
12649,10:25 29/09/2018,11.0,0,"Los peronchoskk no daban el índice de pobreza, para no ""estigmatizar"" a los pobres.......andaaaá!!!....viejo charlatàn de feria.",pepe_camorra,False,Política,"José Luis Gioja, sobre el presupuesto: ""Llévense los papeles y traigan una propuesta nueva""",https://www.lanacion.com.ar/2176857-jose-luis-gioja-presupuesto-llevense-papeles-traigan
12802,07:05 30/09/2018,9.0,0,"Por que va a NY, no debería actuar en Venezuela, como todos los izquierdistas populistas",sharon1975,False,Sociedad,"Fito Páez habló sobre el kirchnerismo en Nueva York: ""Nunca pertenecí a ese movimiento""",https://www.lanacion.com.ar/2176929-fito-paez-hablo-kirchnerismo-nueva-york-nunca
13037,23:32 29/09/2018,7.0,0,"@fedeacade La Porota va a terminar como el turco, hundidos en los fueros y sin nadie que los haya votado ...",gallina_full,True,Sociedad,"Fito Páez habló sobre el kirchnerismo en Nueva York: ""Nunca pertenecí a ese movimiento""",https://www.lanacion.com.ar/2176929-fito-paez-hablo-kirchnerismo-nueva-york-nunca
13081,23:17 29/09/2018,5.0,0,Ahora todos van al Instituto Patrea con un crucifico para incinerar a Porota como un vampiro,nesfer24,False,Sociedad,"Fito Páez habló sobre el kirchnerismo en Nueva York: ""Nunca pertenecí a ese movimiento""",https://www.lanacion.com.ar/2176929-fito-paez-hablo-kirchnerismo-nueva-york-nunca
13150,22:29 29/09/2018,,4,Tipica nota para que el Globerto muestre toda su indignacion ....jajajajjjajaa,ccmaxima,False,Sociedad,"Fito Páez habló sobre el kirchnerismo en Nueva York: ""Nunca pertenecí a ese movimiento""",https://www.lanacion.com.ar/2176929-fito-paez-hablo-kirchnerismo-nueva-york-nunca
13255,21:45 29/09/2018,7.0,1,Porota...ya ni el ultra k Fito te registra!,Julepe90,False,Sociedad,"Fito Páez habló sobre el kirchnerismo en Nueva York: ""Nunca pertenecí a ese movimiento""",https://www.lanacion.com.ar/2176929-fito-paez-hablo-kirchnerismo-nueva-york-nunca
13264,21:56 29/09/2018,,0,"a mi me daba asco cuando cantaba, cuando le daba asco medio buenos aires y ahora que nunca fue kernerista. En síntesis, un asco.",emalas,False,Sociedad,"Fito Páez habló sobre el kirchnerismo en Nueva York: ""Nunca pertenecí a ese movimiento""",https://www.lanacion.com.ar/2176929-fito-paez-hablo-kirchnerismo-nueva-york-nunca
13286,21:37 29/09/2018,3.0,0,ehh... Porota.... ¿cómo andás de la SIGMOIDITIS? ... ja jaaaaaaaaaaaaaaaaaaa ... TIC... TIC... TIC...,FirthOfFifth,False,Sociedad,"Fito Páez habló sobre el kirchnerismo en Nueva York: ""Nunca pertenecí a ese movimiento""",https://www.lanacion.com.ar/2176929-fito-paez-hablo-kirchnerismo-nueva-york-nunca
13321,21:25 29/09/2018,7.0,1,"En 3,2,1 Leon Gieco niega a la porota tres veces...",sdunne,False,Sociedad,"Fito Páez habló sobre el kirchnerismo en Nueva York: ""Nunca pertenecí a ese movimiento""",https://www.lanacion.com.ar/2176929-fito-paez-hablo-kirchnerismo-nueva-york-nunca
13362,21:16 29/09/2018,11.0,2,"Tengo miedo de las próximas declaraciones de Andrea del Boca, dirá ahora que nunca conocio a la Porota. Jajajajajajajajaj",Kavenaghi,False,Sociedad,"Fito Páez habló sobre el kirchnerismo en Nueva York: ""Nunca pertenecí a ese movimiento""",https://www.lanacion.com.ar/2176929-fito-paez-hablo-kirchnerismo-nueva-york-nunca
13364,21:25 29/09/2018,2.0,0,@Kavenaghi Y la Porota la quemará y se quemará diciendo que desde siempre veía todos sus infames culebrones cuando era joven.,fumenoire,True,Sociedad,"Fito Páez habló sobre el kirchnerismo en Nueva York: ""Nunca pertenecí a ese movimiento""",https://www.lanacion.com.ar/2176929-fito-paez-hablo-kirchnerismo-nueva-york-nunca
13390,21:10 29/09/2018,6.0,2,"Según cuenta maduro, salió a caminar las calles de ""niúyior"" cuando fué a la oea y lo abrazaron montones de lationamericanos por la calle. Por ahí uno era éste kernerista arrepentido con la banderita venezolana.",cselee,False,Sociedad,"Fito Páez habló sobre el kirchnerismo en Nueva York: ""Nunca pertenecí a ese movimiento""",https://www.lanacion.com.ar/2176929-fito-paez-hablo-kirchnerismo-nueva-york-nunca
13500,20:50 29/09/2018,8.0,0,"Che, fito, ladron....  por que mejor no decis cuanta plata te pago la porota para ladrar en sus actos....  y todos los chicos qom que se podrian haber alimentado con esa guita....",saramuyo,False,Sociedad,"Fito Páez habló sobre el kirchnerismo en Nueva York: ""Nunca pertenecí a ese movimiento""",https://www.lanacion.com.ar/2176929-fito-paez-hablo-kirchnerismo-nueva-york-nunca
13736,20:02 29/09/2018,,0,Hay que echarlo de CABA: A Feto y a Porota.,pato_logico,False,Sociedad,"Fito Páez habló sobre el kirchnerismo en Nueva York: ""Nunca pertenecí a ese movimiento""",https://www.lanacion.com.ar/2176929-fito-paez-hablo-kirchnerismo-nueva-york-nunca
14526,11:26 30/09/2018,1.0,0,"@spcristal Claro, si mantiene mas vagos que la Porota.",George66,True,Economía,El fin de las exenciones especiales: qué cambios habría en Ganancias en 2019,https://www.lanacion.com.ar/2176732-el-fin-exenciones-especiales-que-cambios-habria
14544,12:39 30/09/2018,,0,"@marcelo19710406 Básicamente comparto tus conceptos, pero.......volvemos con la Porota? Porque por ahora no se vislumbran candidatos serios, o seriamente.",josemariorome,True,Economía,El fin de las exenciones especiales: qué cambios habría en Ganancias en 2019,https://www.lanacion.com.ar/2176732-el-fin-exenciones-especiales-que-cambios-habria
14726,02:15 01/10/2018,,0,"@guillegr Tan mal, que se le vinieron doce puentes abajo en tucumán, a la porota!!!",jazmin1947,True,Política,Docentes hicieron una fiesta en una escuela de Moreno cerrada desde la explosión,https://www.lanacion.com.ar/2177171-docentes-hicieron-fiesta-escuela-moreno-cerrada-explosion
14757,22:44 30/09/2018,5.0,0,Peronia,gfernando2,False,Política,Docentes hicieron una fiesta en una escuela de Moreno cerrada desde la explosión,https://www.lanacion.com.ar/2177171-docentes-hicieron-fiesta-escuela-moreno-cerrada-explosion
14807,21:51 30/09/2018,7.0,0,Ahora se entoiende por qué hace rato somos la Republiqueta Bananera de Peronia.,laut7838,False,Política,Docentes hicieron una fiesta en una escuela de Moreno cerrada desde la explosión,https://www.lanacion.com.ar/2177171-docentes-hicieron-fiesta-escuela-moreno-cerrada-explosion
15132,18:40 30/09/2018,,0,"@ana_mantel @jazmin1947 @jesus330 Estatización de las AFJP, robo de los activos por parte de boudou, veto del 82% móvil de parte de la porota, el daño que los kirchner le hicieron al país y su gente, todavía no ha sido dimensionado en su totalidad!!! Los que trabajamos y aportamos, sufrimos el mayor daño del latrocinio cometido!!!",jazmin1947,True,Política,"Rogelio Frigerio: ""Tenemos que recuperar la confianza que perdimos de la clase media""",https://www.lanacion.com.ar/2177044-rogelio-frigerio-tenemos-recuperar-confianza-perdimos-clase
15146,14:33 30/09/2018,2.0,0,"@lucianabrenda Con la porota, cerraron:
9600 fábricas
4200 tambos
22000 comercios
1600 industrias
130 firmas se fueron del país
Y el 80 % de las inauguraciones eran de cartón, como el hospital de la matanza que inauguró tres veces, y lo poco que hizo, se vino abajo, como los puentes de tucumán!!!",jazmin1947,True,Política,"Rogelio Frigerio: ""Tenemos que recuperar la confianza que perdimos de la clase media""",https://www.lanacion.com.ar/2177044-rogelio-frigerio-tenemos-recuperar-confianza-perdimos-clase
15190,02:13 30/09/2018,,0,@gebor2012 típico globerto,lalialejandra2,True,Política,"Rogelio Frigerio: ""Tenemos que recuperar la confianza que perdimos de la clase media""",https://www.lanacion.com.ar/2177044-rogelio-frigerio-tenemos-recuperar-confianza-perdimos-clase
15293,00:40 30/09/2018,1.0,0,"En realidad, ustedes perdieron la confianza de los globertos. Yo, en cambio, no me siento defraudado, porque nunca creí en ustedes, frige...",AlanBiqqeNotDead,False,Política,"Rogelio Frigerio: ""Tenemos que recuperar la confianza que perdimos de la clase media""",https://www.lanacion.com.ar/2177044-rogelio-frigerio-tenemos-recuperar-confianza-perdimos-clase
15453,09:35 01/10/2018,3.0,0,IMAGINENSE UN EVENTO EN PLENO TIME SQUARE...... EN EL GOLDEN GATE...... EN EL EUROTUNEL.... O EN EL PUENTE DE BROOKLYN...... ONLY IN PERONIA......,KIM_JONG_MAXIMUN,False,Sociedad,"Circular, una odisea en Buenos Aires por los cortes para los juegos olímpicos",https://www.lanacion.com.ar/2177138-a-partir-manana-buenos-aires-estara-sitiada
15654,19:35 30/09/2018,,0,@jorgitok Y Massita los hubiera potenciado....... y cualquier fish de peronia los hubiera hecho igual.,warunlimited,True,Sociedad,"Circular, una odisea en Buenos Aires por los cortes para los juegos olímpicos",https://www.lanacion.com.ar/2177138-a-partir-manana-buenos-aires-estara-sitiada
15875,18:07 30/09/2018,8.0,2,"Y bueno, miremos el lado positivo, un votante de Porota menos ",nesfer24,False,Sociedad,Pilar: hallaron muerto al joven que se tiró a un arroyo en medio del temporal,https://www.lanacion.com.ar/2177124-temporal-pilar-arroyo-adolescente-desaparecido-cristina-roldan
15877,09:15 01/10/2018,,0,"@Delfina97 @nesfer24 todos lamentamos lo que pasó, pero no se puede dejar de admitir que lo mató la ignorancia que son los que votan a porota",carlos_nati,True,Sociedad,Pilar: hallaron muerto al joven que se tiró a un arroyo en medio del temporal,https://www.lanacion.com.ar/2177124-temporal-pilar-arroyo-adolescente-desaparecido-cristina-roldan
16044,21:52 30/09/2018,4.0,1,Así es. Las calles de peronia son como Kosovo en tiempos de guerra,brela07,False,Sociedad,"Un prefecto discutió con otro automovilista, se bajó del vehículo con un arma y lo mató en la Illia",https://www.lanacion.com.ar/2177120-peaje-muerte-discusion-tiro-arma-pelea-autopista
16685,20:33 01/10/2018,6.0,1,"Linda estanflación generaron estos bochos del Newman, globerto.",AlanBiqqeNotDead,False,Economía,El Banco Central comenzó a aspirar pesos: captó $71.060 millones a una tasa de 67%,https://www.lanacion.com.ar/2177422-tasa-del-67-leliq-banco-central-coloco
16713,20:23 01/10/2018,7.0,2,"La inflación de septiembre es la más alta desde 1991, globerto. Y octubre no le va a ir en zaga.",AlanBiqqeNotDead,False,Economía,El Banco Central comenzó a aspirar pesos: captó $71.060 millones a una tasa de 67%,https://www.lanacion.com.ar/2177422-tasa-del-67-leliq-banco-central-coloco
16773,19:59 01/10/2018,1.0,10,"En el último trimestre, la Ciudad de Buenos Aires tiene 41.000 indigentes más que en el trimestre anterior, y 59.000 más que hace un año, globerto.",AlanBiqqeNotDead,False,Economía,El Banco Central comenzó a aspirar pesos: captó $71.060 millones a una tasa de 67%,https://www.lanacion.com.ar/2177422-tasa-del-67-leliq-banco-central-coloco
16840,19:45 01/10/2018,2.0,0,"en qué país, globerto mamerto",hconstantino,False,Economía,El Banco Central comenzó a aspirar pesos: captó $71.060 millones a una tasa de 67%,https://www.lanacion.com.ar/2177422-tasa-del-67-leliq-banco-central-coloco
16842,19:40 01/10/2018,5.0,37,Lo bueno es que Maradona va a ir como vice de Porota.....nunca me he reído tanto,solyema,False,Economía,El Banco Central comenzó a aspirar pesos: captó $71.060 millones a una tasa de 67%,https://www.lanacion.com.ar/2177422-tasa-del-67-leliq-banco-central-coloco
16907,19:33 01/10/2018,2.0,3,"No aIpedo dujovne repatrió solamente una ínfima parte de sus activos offshore, globerto.",AlanBiqqeNotDead,False,Economía,El Banco Central comenzó a aspirar pesos: captó $71.060 millones a una tasa de 67%,https://www.lanacion.com.ar/2177422-tasa-del-67-leliq-banco-central-coloco
16915,19:31 01/10/2018,,0,"Y SI ESTAMOS TAN MAL, PORQUE NO LO SACAN A MACRI Y PONEN A POROTA O A TINELLI?

ANIMENSE..........",gguasoncito1,False,Economía,El Banco Central comenzó a aspirar pesos: captó $71.060 millones a una tasa de 67%,https://www.lanacion.com.ar/2177422-tasa-del-67-leliq-banco-central-coloco
16920,19:27 01/10/2018,4.0,5,"Un informe de la auditoría interna del  FMI reconoció que la crisis de Grecia se debió a las políticas económicas que ese organismo le impuso, globerto.",AlanBiqqeNotDead,False,Economía,El Banco Central comenzó a aspirar pesos: captó $71.060 millones a una tasa de 67%,https://www.lanacion.com.ar/2177422-tasa-del-67-leliq-banco-central-coloco
16948,19:18 01/10/2018,1.0,1,"El 67% de promedio, con picos de 72%, linda fórmula para asfixiar más a las pymes. Imaginate, globerto, a qué tasa se van a financiar...",AlanBiqqeNotDead,False,Economía,El Banco Central comenzó a aspirar pesos: captó $71.060 millones a una tasa de 67%,https://www.lanacion.com.ar/2177422-tasa-del-67-leliq-banco-central-coloco
16991,19:09 01/10/2018,2.0,1,LA LINEA DE FONDO: POROTA........EL MANCO......Y POROTO,gguasoncito1,False,Economía,El Banco Central comenzó a aspirar pesos: captó $71.060 millones a una tasa de 67%,https://www.lanacion.com.ar/2177422-tasa-del-67-leliq-banco-central-coloco
16992,19:10 01/10/2018,1.0,0,VARIANTE 1: POROTA..........TINELLI..............POROTO,gguasoncito1,False,Economía,El Banco Central comenzó a aspirar pesos: captó $71.060 millones a una tasa de 67%,https://www.lanacion.com.ar/2177422-tasa-del-67-leliq-banco-central-coloco
16994,19:08 01/10/2018,4.0,0,@Mrce44 POROTA- POROTO,gguasoncito1,True,Economía,El Banco Central comenzó a aspirar pesos: captó $71.060 millones a una tasa de 67%,https://www.lanacion.com.ar/2177422-tasa-del-67-leliq-banco-central-coloco
